property_type,state,lat,lon,area_m2,price_usd
Departamento,Jalisco,21.080686928466704,-103.71313392065385,216.6,137120.15
Casa,Puebla,19.2438173561844,-97.65845076010264,282.0,402501.51
Condo,Guanajuato ,21.672607004198085,-101.58163498797218,-271.0,480852.21
villa,Jalisco,20.522807838030367,-103.91248041393048,425.0,486210.9
House,PUEBLA,18.766619121916328,-97.62333529275152,301.2,533643.43
Apartment,Oaxaca,17.55629113207246,-97.17619273771504,348.6,460599.13
villa,Nuevo Leon ,25.23001901734424,-100.77178925201538,120.7,93871.69
HOUSE,Yucatan,20.69195878250651,-89.18053450782796,263.8,410599.6
House,veracruz,18.77633825636302,-95.37792142663906,374.2,557178.63
Villa,Chiapas,17.451894272672266,-93.12029188498444,103.6,80906.49
Villa,jalisco,21.187408539547413,-103.2628675384622,131.7,195306.57
townhouse,Coahuila,27.83950993664743,-101.09619782416358,238.5,154771.01
villa,Guanajuato,21.57148628022816,-101.73865280142576,133.4,155039.87
land,Quintana Roo,18.622456246405047,-88.18260938122833,167.2,66318.42
townhouse,Puebla,18.97818617377318,-98.8840594790868,234.0,197461.57
HOUSE,Ciudad de Mexico,19.14254705273065,-98.4105405897054,190.8,213804.64
HOUSE,Sonora,29.20077861393258,-109.60053405148214,322.2,481990.68
villa,Sonora,28.6207225048492,-110.61139271353598,408.1,624096.27
Townhouse,Coahuila,26.65149227054991,-101.0114049942176,346.4,451110.73
townhouse,Nuevo Leon,25.964635579240028,-100.2327181306688,111.4,198903.06
apartment,Veracruz,18.77818126891132,-95.81121085623352,38.9,17562.17
condo,ciudad de mexico,19.85799072549862,-98.65645635799262,262.5,426101.31
Departamento,Veracruz,18.96473129541513,-95.4112851955561,85.2,30708.0
House,nuevo leon,25.65654473098104,-99.5185778823078,89.7,132993.46
apartment,Quintana Roo ,19.84271779869687,-88.3716119176344,242.2,306208.08
Terreno,Jalisco,20.288455249431383,-103.54160001106646,196.7,86013.1
Land,Oaxaca,17.776115104279416,-95.97906424910728,53.9,66269.34
Apartment,CIUDAD DE MEXICO,18.67052075657126,-99.7860939478769,381.7,479844.36
Land,Puebla,19.35693346271104,-98.11924003573311,192.3,107888.19
Departamento,QUINTANA ROO,18.710758691042862,-87.87521943582776,317.0,540489.67
Apartment,Quintana Roo,18.61254465392606,-88.99885319130291,140.5,145493.07
Apartamento,CHIAPAS,17.454791295858794,-92.90715118745037,212.2,308712.97
Land,Jalisco,20.084911224009414,-102.6031996648596,441.7,665589.54
house,QUINTANA ROO,18.789693032972057,-88.75067921020144,189.0,10657519.62
apartment,Sonora,999.99,-109.65119470119436,306.3,15519452.17
condo,Nuevo León,25.756021867921557,-99.32253885373107,269.7,137807.27
Casa,Yucatán,21.506224360663445,-89.12186626481355,70.6,98502.96
Condo,Guanajuato,21.15514761214742,-101.97045703055277,287.9,247659.53
Condo,Quintana Roo ,19.669140988560876,-88.33896609787577,121.7,91856.97
condo,Guanajuato,20.483969315886387,-101.934058838814,112.6,154932.43
Land,Jalisco,20.042363902118524,-103.43056253116043,194.4,207521.94
Apartment,Ciudad de Mexico,19.212756270371276,-99.64477932339705,236.8,119903.21
HOUSE,Sonora,29.39538901466104,-110.7105134263633,200.8,360698.33
Apartment,YUCATAN,21.451160264104782,-89.45188744208461,420.8,291051.06
townhouse,oaxaca,17.22784781992533,-96.66715672231288,345.5,281851.12
land,Michoacán,20.02068917574203,-101.70147326697848,89.1,137328.29
condo,Sonora,29.59486966287797,-999.99,65.4,44332.17
land,Chiapas,17.22355913258167,-92.62810434589632,341.6,372203.95
House,OAXACA,17.722864457601645,-96.68372145515106,118.3,83628.89
Apartamento,MICHOACAN,19.42617105656608,-102.21982293853088,205.9,288792.52
Townhouse,Guanajuato,21.711563609144417,-100.6660373068255,193.9,177643.94
Apartment,Oaxaca,16.382673195490483,-96.5167423730326,344.9,154399.55
condo,coahuila,27.40153693786571,-102.33562992832816,160.4,190202.95
Apartment,Coahuila,26.89389131884528,-101.7141857642852,419.3,131618.59
Apartamento,Ciudad de Mexico,19.690621309708337,-98.69629065473808,394.6,386753.56
House,Veracruz,19.23121676114462,-96.60098004768614,403.5,707908.45
Villa,Sonora,29.173383037045603,-110.68630585332538,77.4,64897.51
Townhouse,Jalisco,20.682349791693746,-103.70403637765672,335.2,390279.22
house,Puebla,19.30014122055354,-98.60857680823888,194.7,221474.43
apartment,Baja California,30.74388619954633,-114.66876387833888,104.1,174736.97
apartment,Puebla,19.20478550721683,-97.70481512255994,6208.0,7730415.85
Villa,chihuahua,27.85333282416737,-106.69874725464258,58.5,86480.45
Terreno,Coahuila,27.17734442430761,-101.71623355382508,66.1,109538.88
Townhouse,Nuevo Leon,25.27660417792757,-99.79902781009277,250.8,250557.41
apartment,NUEVO LEON,25.928031812676004,-100.75018474044252,390.6,249929.96
townhouse,Jalisco,20.18801099664944,-102.57661481296816,438.6,8472088.6
HOUSE,Chihuahua,29.33596915425538,-106.14671616136592,107.0,84676.66
HOUSE,Chihuahua,28.26452630918302,-106.65708879280928,265.2,90006.99
House,Oaxaca,16.658356089820202,-96.65359801666824,344.0,336640.19
Apartment,Michoacan,19.23022349226005,-100.99638475882814,96.0,159390.83
land,jalisco,20.54867144320552,-102.55744293624949,77.6,57692.49
villa,Jalisco,20.792083223338278,-103.9233145910651,324.9,387463.34
Apartment,Ciudad de Mexico,19.47377671012008,-999.99,179.1,262176.6
Townhouse,Baja California,31.145716078248668,-115.94589296384984,99.9,148873.35
House,Ciudad de Mexico ,19.36291786740493,-98.4643502890542,376.8,472173.62
HOUSE,Chihuahua,29.04293012866009,-106.1162986827974,110.3,138115.13
Townhouse,Baja California,31.145716078248668,-115.94589296384984,99.9,148873.35
Townhouse,Yucatan,21.400089976847983,-89.38465194918511,384.7,408156.11
Townhouse,Yucatan,20.39511613233067,-89.11681913514164,7471.3,12205009.66
condo,YUCATAN,20.17851986680253,-88.47778759456779,300.2,291177.46
Apartamento,Chiapas,16.891582934178757,-93.19142625049172,313.8,338881.56
Villa,Nuevo Leon ,25.014344094335065,-100.31438997539988,215.4,221075.14
House,GUANAJUATO,20.2891626574568,-100.62014942575064,428.5,743196.53
apartment,Sonora,29.1408438570312,-110.10604033870024,-69.7,462043.93
condo,Michoacan ,20.06360298512624,-102.0573077355076,183.3,118988.0
Villa,oaxaca,17.48679011306933,-96.50443863673048,153.9,224567.9
house,Chiapas,16.13502970906509,-92.74271920038426,77.5,86648.86
HOUSE,Nuevo León,25.505440433271133,-100.37492645330738,-146.5,381072.87
apartment,Puebla,18.561520509008123,-98.517423939589,138.6,201165.57
Terreno,Ciudad de Mexico,19.524449270453434,-98.4652479768713,227.8,259324.77
Apartment,puebla,19.834497280371213,-97.44505694549024,415.6,472125.94
Terreno,Veracruz,18.874616505381766,-95.50592510427256,351.9,555843.82
House,Coahuila,27.588859349425796,-101.04364159683512,99.3,69015.87
land,Michoacan,19.23875842003389,-102.25593900149408,410.8,463848.02
villa,Guanajuato,21.57148628022816,-101.73865280142576,133.4,155039.87
Condo,Sonora,28.964596780349773,-110.42447134387535,76.2,61105.64
Condo,guanajuato,21.514546433901995,-100.94275438989054,69.5,93111.91
land,michoacan,19.917775679206542,-101.44800789979335,221.4,354451.0
land,Yucatan,20.974732473946947,-88.56301540108375,402.4,460581.25
townhouse,Ciudad de Mexico,19.651396920889024,-98.80864775996945,302.6,534389.73
Townhouse,SONORA,29.66726909282694,-109.55717344299136,-227.9,447159.43
Terreno,Nuevo Leon,25.072310968100645,-99.82101314097834,241.5,156560.26
Land,PUEBLA,19.29799652079714,-97.94552938284777,79.8,129683.26
HOUSE,Guanajuato,21.398107146417637,-100.5750044483046,416.2,224962.35
Casa,Veracruz,19.39611444044491,-96.8112773111121,352.3,194012.98
House,Puebla,19.6741727601108,-97.64376212305176,160.4,198159.63
Apartamento,Chiapas,16.495722995142852,-92.7031078328844,102.3,149014.96
villa,Michoacan,19.5655670653405,-102.27418578143372,36.8,64893.18
townhouse,Veracruz ,19.335398498821352,-95.78031257782467,46.1,74393.45
Villa,Nuevo Leon,25.208849617157483,-100.29496862711711,438.9,369065.88
House,Veracruz,19.50521500991212,-95.86931474946805,221.1,243312.69
House,Yucatán,20.383164685142784,-88.85807568246184,161.5,256281.63
villa,Nuevo Leon,25.778041919651447,-99.54044110404706,271.6,324640.0
Departamento,Sonora,28.5943274915732,-111.100468545556,146.2,238848.53
house,NUEVO LEON,24.906188593952383,-99.81497938637445,89.0,116878.71
Condo,Sonora,28.94954939697966,-109.75552922985516,144.8,171542.3
Apartamento,Nuevo Leon ,26.13513068299426,-99.6876251696502,4583.1,2244391.13
House,Baja California,31.208858795364264,-114.546254218313,407.9,124531.6
Departamento,Ciudad de Mexico ,20.140249057638584,-99.8521796785356,335.6,293346.0
land,Ciudad de Mexico,19.34072590295773,-98.70095702226224,63.9,57668.24
apartment,Coahuila,27.51272051541625,-102.10351844086004,141.6,170731.7
townhouse,Chiapas,17.08587248733128,-93.16985667077748,39.9,38831.91
Townhouse,Puebla,18.964586756080585,-97.99249557863952,249.0,424421.54
land,yucatan,999.99,-89.18621016602927,308.7,502270.0
Terreno,michoacan,19.787182174357408,-101.21250643407797,422.9,164855.93
Condo,ciudad de mexico,18.79191958706593,-98.6789763810551,390.9,117666.33
Departamento,SONORA,29.73316941592196,-109.77043081745792,443.3,363863.14
House,Sonora,30.091413695442025,-110.74932378986796,302.0,527724.09
Townhouse,Puebla,18.85813901238696,-98.83258781775756,244.3,128096.7
Casa,ciudad de mexico,19.99579796011918,-98.87183195601465,216.7,350558.47
Villa,Chiapas,17.145583027409845,-92.63510616144154,110.7,138966.03
house,chiapas,16.976920060613278,-93.34790219095842,430.4,521369.07
townhouse,Coahuila ,27.696495080005104,-101.68826434165518,360.7,437710.43
Terreno,Chiapas,17.02089240786375,-93.68662205675594,129.7,119338.8
Land,Chiapas,17.0787817619077,-92.64894176984154,257.3,178829.81
house,sonora,29.164036364328613,-110.09801230171576,376.9,542449.53
Terreno,Sonora,28.88648826220281,-110.0685639654451,177.7,200016.05
Villa,Oaxaca,16.61020744769111,-96.9779915395308,244.7,14514266.71
Land,Sonora,29.659457779343683,-109.5603893271629,413.2,476591.14
Villa,CDMX,19.78233347813889,-99.23694602349568,314.5,430973.68
Townhouse,Baja California,30.442845881921507,-115.89075058439632,257.4,148706.35
Apartment,Yucatan ,21.38831541102381,-88.84474471911855,378.6,432750.03
condo,Baja California,30.45568203633918,-999.99,328.8,192306.16
Townhouse,Chiapas,17.48754027192705,-93.15648829091931,-158.4,48758.26
Apartment,Veracruz,19.176671619623743,-96.49815623886022,426.8,316989.56
House,Yucatan ,20.1615959697618,-88.65697367478722,82.9,25189.39
land,Michoacan,20.197249512541525,-100.92898040306837,109.7,138472.94
Condo,Oaxaca,17.84964176022583,-96.09743812376576,306.3,9966418.69
villa,BAJA CALIFORNIA,30.235598569172343,-115.00120440674792,374.6,564493.64
House,Yucatán,20.383164685142784,-88.85807568246184,161.5,256281.63
townhouse,Baja California ,30.12443842857788,-114.89705110887336,232.6,248848.72
Apartment,Puebla ,19.18359406128466,-98.167959931199,175.9,97131.82
condo,Baja California,30.89911569323049,-115.3561423556258,277.6,474817.54
townhouse,Yucatan,20.30712109337159,-88.42893237619057,272.2,8347775.91
apartment,Quintana Roo,19.19504966898633,-88.0213702033706,4945.5,6200741.72
HOUSE,Guanajuato,20.608831375189727,-101.12622271718146,297.4,159593.91
Villa,guanajuato,20.724883514034964,-100.85441681213696,449.4,184205.05
Casa,JALISCO,20.100793909915986,-103.3598727148868,366.8,365159.19
Land,Michoacán,19.573212434903347,-101.37439025484665,217.5,124251.84
villa,Sonora,28.6818484036538,-110.5673195160594,311.9,443460.38
apartment,Oaxaca,16.4043734487918,-96.47480293684396,143.2,110446.69
HOUSE,Baja California ,31.57001351420633,-115.97242778427292,355.1,369816.31
condo,Guanajuato,20.228433733734388,-101.49458591572508,430.7,612142.5
house,Yucatan ,21.20518548410007,-88.95995283504844,192.9,344889.44
apartment,chihuahua,28.288273970927108,-106.3489555413104,-220.5,314558.61
condo,Veracruz,19.7609246962116,-95.56196457736011,198.1,135361.84
land,Chiapas,15.971935890327796,-92.64178707683976,100.6,82325.85
House,Ciudad de Mexico,19.163602750504133,-98.74917922399038,346.4,427652.62
HOUSE,Jalisco ,21.29424871297437,-103.92557897347872,180.9,268928.65
Apartamento,Nuevo Leon ,26.27822617800745,-100.29302449083735,347.2,311592.57
Casa,Veracruz,19.4998258002494,-96.8092356445641,262.3,304019.47
Apartamento,guanajuato,21.45153005297737,-101.00247654657235,365.6,640845.89
House,Sonora,28.593113181800646,-110.53413381114296,54.8,26694.43
Land,Veracruz,19.40760334582995,-96.87157259807891,252.5,213576.35
Villa,Puebla,18.806063266665717,-97.44188317663404,323.4,244524.77
House,Ciudad de Mexico,28.855725586326862,-106.08957996939206,268.2,327355.13
villa,OAXACA,19.16337438971873,-98.95058437174004,108.6,7215680.28
Departamento,Yucatan,29.13328754499975,-110.79135173748332,-282.8,18965969.11
Terreno,Veracruz,19.71764095885181,-88.40101320728986,81.1,11297383.16
Condo,puebla,19.83280440937748,-98.15740906010988,76.2,120334.21
HOUSE,Baja California,17.433676057175017,-93.82178670698136,75.1,113975.81
Apartment,Quintana Roo,25.535721827472724,-99.97954081064997,310.0,468041.13
house,Guanajuato,20.06760338988489,-99.14532457251012,204.8,121627.07
townhouse,Guanajuato ,18.6120359771844,-96.62710870881342,145.9,125412.34
house,Guanajuato,20.237292608672565,-103.11733939888086,48.4,47184.38
Departamento,Ciudad de Mexico,21.404179042678745,-89.68312739082768,186.6,269466.99
townhouse,Puebla,16.152470056567296,-93.36344307258597,395.3,692801.96
Casa,Chiapas,21.36938749764815,-103.93182104573324,78.8,60758.73
condo,Quintana Roo ,18.66282557495464,-98.06062781015788,353.1,138463.21
Casa,Michoacan ,20.584021423766742,-101.17253964007924,278.1,405539.63
Apartment,Veracruz ,19.456107816089315,-97.95001812435962,59.0,80833.2
House,jalisco,20.35989566844126,-101.65356183849246,393.9,118850.11
land,Quintana Roo,30.865323215864343,-115.07109463077472,346.7,220834.38
Land,GUANAJUATO,26.77636133491725,-102.46060079649612,234.1,164801.17
Condo,Michoacan,31.30237677441625,-116.030416750007,412.5,380842.54
Departamento,oaxaca,19.662158470139268,-97.4135441442753,184.1,317043.49
apartment,Ciudad de Mexico,26.27556512988447,-99.2191957766618,169.8,113795.84
apartment,chihuahua,18.71996728941528,-87.89011297506943,-54.3,464280.71
Land,Jalisco,16.51935386635374,-93.78395309913688,428.7,231856.39
apartment,Yucatan,999.99,-89.11766525905199,6702.7,6055205.95
Townhouse,Michoacan,31.15401164577132,-114.64946288343944,70.2,98489.64
Land,yucatan,19.461673741769637,-101.78140505232456,342.8,164257.59
Apartment,ciudad de mexico,18.4598835076924,-95.7443280540068,392.1,250286.35
apartment,Chiapas,18.48288235056708,-96.12597543926992,73.2,45386.25
townhouse,Ciudad de Mexico,28.684905919109337,-109.5315847887715,285.8,478054.71
townhouse,Veracruz ,18.97435611254488,-95.608108835894,349.7,341632.82
condo,Puebla,20.267422611538947,-101.29686502074138,105.9,127785.33
HOUSE,Jalisco,28.06372777499029,-999.99,51.1,76953.98
HOUSE,Jalisco,19.09436700902467,-96.05442865677212,288.6,128433.42
apartment,jalisco,17.779771180589755,-97.27988917299272,286.1,327706.68
house,Guanajuato,24.863137101272333,-99.9225780076677,358.3,481226.95
House,Oaxaca,26.671358460473968,-101.40933946213674,189.9,61967.72
Townhouse,Sonora,29.28786905238716,-110.92258106995452,448.0,589470.77
Land,Quintana Roo ,29.88292607198585,-110.73141641289898,351.0,363000.02
villa,Nuevo Leon,19.760176985535576,-99.60394483301228,61.0,98086.11
apartment,Nuevo Leon,21.50806937849214,-101.77482835734462,387.5,535075.69
Terreno,QUINTANA ROO,19.251105073185578,-99.6725481510422,390.7,514373.3
house,Puebla,17.338289634877125,-93.02032095219182,323.8,575925.95
Villa,Veracruz,27.45961133060031,-102.27305947885468,260.4,427980.02
Land,Coahuila,21.419057604600734,-103.00610796593472,137.6,82390.73
townhouse,Ciudad de Mexico ,19.638730301644028,-98.93664491973315,345.1,138502.21
apartment,Coahuila,19.90219324217624,-88.28985103842618,347.1,163859.98
condo,Veracruz,999.99,-101.48109816384935,169.0,258637.11
condo,Quintana Roo ,19.49022984415051,-96.68908402783252,438.0,509342.44
HOUSE,Puebla,21.113873883701665,-101.27682224031308,290.6,194518.56
land,Chihuahua,20.1882643765499,-98.42666174426894,167.3,87636.16
Apartamento,Ciudad de Mexico,20.896035502054016,-103.90324620091468,327.7,335482.67
Villa,Guanajuato,29.930124704223772,-110.39736715432936,244.8,218245.79
Villa,CIUDAD DE MEXICO,19.23121676114462,-96.60098004768614,403.5,707908.45
HOUSE,chiapas,17.433176863135287,-93.84275581706927,139.3,227772.13
Apartamento,OAXACA,28.36125962438888,-106.68775808389763,280.2,256760.94
Casa,Coahuila,26.189788444128915,-100.47287355409794,272.0,350031.87
villa,Yucatan ,30.702791308579418,-115.2885129049653,429.6,323693.91
townhouse,Puebla,20.44151018510135,-101.16872547396903,208.2,335015.36
land,sonora,16.286190803855547,-95.94832536241503,157.1,15550311.87
condo,Sonora,17.24796456408703,-92.77195187228,344.5,126753.51
Land,CDMX,28.99770107272101,-105.43274222259724,381.7,196750.67
condo,Guanajuato,19.423924059678757,-101.89393044339673,50.5,26046.84
condo,Quintana Roo ,28.699218409609635,-105.31597114052228,383.9,356239.28
condo,Michoacan,19.867049097595046,-102.11519958157012,-447.6,377871.48
Casa,Coahuila,18.48414143412215,-89.2454451839887,38.0,14755.8
house,Puebla ,28.997835986258394,-110.15249220052792,253.0,374536.09
Departamento,Ciudad de Mexico,19.06594178193786,-999.99,292.0,216856.06
HOUSE,Puebla ,20.260803776566284,-103.35396194859956,3341.1,4400767.16
Townhouse,PUEBLA,999.99,-97.1071035565407,362.6,450659.6
Apartamento,Michoacan,16.57136933195717,-96.51750198962668,438.9,558024.45
House,Yucatan ,27.362916931744763,-101.68218009161605,419.6,413601.17
house,Quintana Roo ,17.110054910976313,-92.83846340955748,301.0,286596.51
condo,Coahuila,31.28054317365038,-114.95733950206908,323.0,193886.41
Departamento,Guanajuato,28.623335099915074,-106.291665560889,442.9,720319.13
Villa,Chiapas,18.88460450885037,-97.91690694812786,343.2,107028.07
Villa,Baja California,21.52419813319012,-101.46802750421476,277.2,384749.81
villa,CDMX,20.271568727396357,-101.9332045893274,307.9,228054.16
Townhouse,Michoacan ,20.83310633404326,-101.51225734691336,360.5,533896.95
apartment,CHIHUAHUA,30.76755852505087,-115.0577001447761,90.7,64329.48
townhouse,Ciudad de Mexico,28.81666646255089,-109.95421349561148,119.1,146242.0
Land,Yucatan ,999.99,-88.66270042060002,224.2,378045.47
Terreno,chihuahua,20.376217042528086,-88.78236757172463,135.6,206754.98
townhouse,Baja California,29.20745340976175,-110.4154925445276,290.2,365420.99
House,Michoacan,18.81839649882121,-88.5020728099224,366.2,571549.76
House,Jalisco ,16.319305967313955,-96.43145738658964,89.2,41871.03
Apartment,michoacan,26.591856384979973,-101.88519535737645,431.1,322385.2
Villa,Michoacan,17.608640896146802,-96.90394942821224,348.6,621455.12
Casa,yucatan,16.390419596136653,-93.2085293903824,322.0,443007.0
condo,Sonora,26.023370235536085,-100.63899749605493,447.0,158608.48
Departamento,yucatan,17.431751495730854,-96.31483317682434,176.7,267702.09
Terreno,Sonora,28.1943175632545,-105.68047915899824,74.3,29787.22
land,Jalisco ,19.242366838663926,-97.84471861844727,72.8,45145.59
house,Veracruz,29.78673093412432,-110.96577754686652,193.8,312356.36
apartment,Coahuila ,19.03107219306427,-96.27910635605646,-166.6,243599.94
villa,Coahuila,31.097285019507257,-115.8325086505906,36.1,42984.88
Apartamento,Coahuila,29.096088371670056,-105.83897011500328,285.3,292945.84
villa,Quintana Roo,29.14350091722237,-110.1006930430754,291.5,238410.83
condo,Quintana Roo,27.92175603837729,-106.75594145752008,200.5,350388.58
Townhouse,Baja California,20.712292349140007,-101.63338731693648,319.7,17538871.26
House,Jalisco,18.62158687416665,-88.05434097871421,368.0,475012.74
Casa,Guanajuato,19.955997636450963,-88.30106164310291,402.7,554726.85
townhouse,Jalisco ,26.380754841724137,-100.16730618914552,381.5,674391.29
Terreno,Puebla,17.085060075148807,-97.27903171862678,180.3,85160.73
Apartment,Michoacan,31.088557710197424,-116.0640236592225,343.6,218521.83
Terreno,jalisco,30.78975067478842,-115.95710699077596,443.4,332821.79
apartment,Baja California,16.429561076931076,-96.74522621188096,241.1,313691.0
Townhouse,Veracruz,28.22213721024362,-106.32564277847722,407.1,416445.08
Casa,Baja California,21.086574001929428,-101.7265883605424,367.0,280203.62
House,sonora,31.283969520454256,-115.4713215960909,431.6,414708.15
Casa,Chihuahua,30.79390695074255,-115.88856283199048,206.7,13570506.13
Villa,guanajuato,20.730999805936925,-103.11338444255604,64.6,49187.58
apartment,Oaxaca,999.99,-98.99201223057705,232.2,199018.15
townhouse,Oaxaca,20.150274966352622,-98.69956420992884,272.4,94094.82
Departamento,Michoacan ,16.83636337548667,-93.46415573196786,336.1,267628.5
Townhouse,Jalisco ,20.00846516691894,-101.94504042406822,96.3,65865.0
apartment,Ciudad de Mexico,17.17341494026657,-96.69507071970482,109.7,149508.0
Apartment,Guanajuato,19.05185010646408,-95.84181848394458,423.8,582092.2
apartment,Nuevo Leon,20.598892740082377,-88.90619932552946,142.0,18165704.71
Townhouse,Chiapas,21.07284020386602,-101.48258471111748,241.4,427755.41
Land,JALISCO,19.508739417524044,-96.60665985104556,82.1,140286.07
HOUSE,CIUDAD DE MEXICO,17.008788965198033,-93.7847099320782,93.3,130780.53
Apartamento,Coahuila,20.87497499939296,-89.07581065178631,200.0,188292.14
Townhouse,Coahuila ,19.13017010856077,-99.86275205813584,173.3,78791.58
villa,Ciudad de Mexico,18.89848265398428,-96.29286680539542,233.1,72318.15
apartment,Puebla,25.49582050614698,-100.0459262663578,280.4,115324.59
Terreno,Yucatan,27.226197254966586,-101.90526649579532,368.3,171726.37
House,Nuevo León,20.102681428361134,-101.91825446683995,226.6,197778.44
Apartment,nuevo leon,17.249247430331312,-93.3893787040017,-387.3,97759.75
house,Michoacan,19.93070572812132,-87.95934376378237,152.7,75722.61
house,Michoacán,28.765133820205367,-105.64111581976552,104.6,176097.02
apartment,Chihuahua,17.210990003524074,-96.05871426958149,117.1,177283.31
land,Puebla,19.39745841435824,-96.08014539034772,129.3,98501.03
HOUSE,Ciudad de Mexico,30.78344377157784,-999.99,155.6,119665.84
House,Puebla,16.939708152333665,-96.4636059172128,63.1,66948.57
Apartment,Oaxaca,17.338568553362652,-96.67833403213136,270.4,205434.37
condo,Sonora,17.551880355735165,-97.17368396121132,371.8,489882.47
Apartment,yucatan,19.235930467164454,-101.3685837024883,314.3,469551.31
Apartamento,NUEVO LEON,30.894503303340496,-114.81782046063827,428.3,759802.9
Apartamento,Chihuahua,19.87657643645533,-103.73561860735414,275.9,267255.45
Departamento,Sonora,26.20412916946975,-99.63218709862495,201.2,119106.97
House,jalisco,27.61341581309236,-100.99449902207856,206.1,133377.63
house,Chiapas,29.580164073400173,-110.60980406572745,75.7,121485.59
Casa,COAHUILA,19.897617232320243,-89.04914530595427,185.8,311381.59
townhouse,Puebla,20.25046749009814,-100.99279623264113,7956.4,11140666.27
townhouse,guanajuato,16.483022666397957,-96.60517163326726,147.0,139404.23
villa,Michoacan ,18.45561296899936,-98.24287402079274,152.6,139319.23
Terreno,JALISCO,25.086588356456613,-99.80918412281576,313.5,119626.1
Condo,PUEBLA,19.461772360194526,-96.91934088382646,445.1,221776.74
Villa,veracruz,20.03706068849732,-88.64657800039528,229.5,132183.9
Casa,jalisco,21.114720016852534,-999.99,101.1,69515.88
Terreno,Yucatan,28.685065193351644,-109.66509138263898,125.9,66699.09
Villa,GUANAJUATO,29.34597230185429,-110.52898895087442,164.3,281299.86
Land,Michoacan ,31.62221322243992,-115.15955815505556,92.3,44177.42
Terreno,Veracruz ,24.853485105787268,-99.3283661254196,349.9,427935.53
House,Jalisco,31.185757103408346,-115.30387211728085,308.9,357803.61
house,sonora,18.32789915302812,-97.63951636735464,204.8,339953.95
condo,MICHOACAN,19.17969946081989,-97.78514139019816,163.7,283224.24
Casa,guanajuato,26.26280441497373,-101.34511842781836,308.9,299577.73
condo,Nuevo Leon,25.80445832760284,-99.34874023900822,288.7,114306.85
Apartment,Guanajuato,27.31585706385159,-101.74841971621127,197.3,220697.16
condo,Baja California,18.909484457564574,-88.67135636041415,306.7,210393.17
House,Chihuahua ,31.58791311387528,-114.83115361370972,334.4,185848.85
land,Michoacan,20.93051337564653,-101.6796197788304,187.4,237480.82
land,PUEBLA,27.100771805723543,-101.92297623614598,309.8,249339.93
Villa,Jalisco,21.53828662993217,-101.7524739775087,54.3,71035.95
Apartamento,Puebla,18.78889725977288,-99.56176959296852,289.8,508129.75
Land,QUINTANA ROO,16.755785144462337,-92.91586233655414,331.8,136352.45
townhouse,Yucatan ,19.324914135943224,-102.39673389750396,216.8,163418.57
Townhouse,Puebla,20.40132795312826,-100.98427771484091,165.1,146743.52
land,CIUDAD DE MEXICO,24.956533157343276,-99.9908616341034,54.0,53130.03
Apartment,Veracruz,28.66602269103865,-110.10910112017912,311.1,171171.57
house,Michoacan,29.53259111091221,-110.50868134062772,323.9,119995.18
House,SONORA,28.83952460336958,-110.46711136656285,60.8,53760.29
Condo,Jalisco ,20.375780530769266,-100.91877532680402,60.8,61674.28
Apartamento,Ciudad de Mexico,30.09919323445905,-115.0487592019188,54.8,38898.41
Terreno,Ciudad de Mexico,18.91466659025877,-101.69720849179107,98.9,101393.06
Terreno,Oaxaca,17.22355913258167,-92.62810434589632,341.6,372203.95
Casa,Veracruz,20.681135638478956,-101.75804227206017,394.2,404809.25
HOUSE,Quintana Roo,31.107675798330177,-114.77967322813446,191.7,87768.0
House,Baja California ,19.75676677973565,-89.0227364303125,372.1,552187.51
House,Sonora,19.204501604599407,-88.62697524804061,228.3,238282.2
land,BAJA CALIFORNIA,21.20244510611772,-89.47629585935441,366.7,298593.54
Apartamento,Ciudad de Mexico,16.339693382103412,-93.22540385077616,174.4,73399.0
condo,jalisco,29.79054587545733,-110.52042622320084,173.8,165363.16
condo,Oaxaca,19.4219305491998,-88.02912712062258,429.1,141848.0
Land,Ciudad de Mexico,20.47423867094437,-89.46652743626159,61.3,63098.56
HOUSE,Yucatan,21.32803942569844,-103.12972135799136,416.0,333819.66
villa,Coahuila,19.45423620182889,-88.04136837380916,78.1,105756.33
townhouse,SONORA,21.019398466746317,-89.07698020882054,194.2,243381.63
Condo,Sonora,18.937406379361768,-89.15644145341471,159.5,122819.7
house,Jalisco,20.5912794093697,-100.48671886245788,369.3,217683.13
Townhouse,Chiapas,19.72468217722965,-99.41970078318867,195.1,141299.91
House,CIUDAD DE MEXICO,17.49964923957239,-93.55036522441296,367.3,515332.66
HOUSE,Nuevo Leon,21.569030518955092,-101.56403455981165,309.3,345237.27
Townhouse,Chiapas,18.353358097802097,-97.94351970414196,386.9,290362.03
house,QUINTANA ROO,19.20992627396364,-99.24903046808686,284.1,96197.0
House,Chiapas,19.46695869209229,-95.70902544718425,205.1,91143.25
condo,QUINTANA ROO,999.99,-999.99,235.6,275746.99
Apartamento,baja california,20.472068053484985,-88.33026219485312,337.1,603036.76
house,Nuevo Leon,29.23227980747495,-110.93117813943486,156.7,255135.43
land,Jalisco ,19.623874987271247,-98.42412938230744,303.8,302706.72
HOUSE,chiapas,19.10341545435429,-96.83747980973918,413.8,133904.71
townhouse,CHIAPAS,25.59843335830549,-100.33337847783372,167.3,218961.88
HOUSE,BAJA CALIFORNIA,29.348247166327337,-109.81029357122355,187.8,251620.94
