property_type,state,lat,lon,area_m2,price_usd
Condo,Michoacan,,-101.60377282716036,91.3,34276.48
Casa,Chihuahua,28.230069550151843,-105.80558978048553,268.7,341280.01
Land,Guanajuato,21.580942221138255,-101.30454149172692,-426.9,446924.51
townhouse,Chihuahua,28.99770107272101,-105.43274222259723,381.7,196750.67
townhouse,CHIAPAS,16.713956851126447,-93.65867321447301,370.7,"$270,693.84"
house,Yucatán,21.240614610660995,-89.77153039812248,290.2,288478.39
Land,CDMX,20.12443605206056,-99.8949435904384,,180808.34
condo,Michoacan,19.619503303317156,-101.63276284920828,317.5,221152.49
Townhouse,Coahuila,,-101.8127217270091,40.5,40104.9
apartment,Quintana Roo,18.46292468793194,-87.83080529447744,76.6,77259.21
Casa,MICHOACAN,20.062205468316755,-101.46386007256223,-97.6,69680.9
Casa,Nuevo Leon,26.341092496731587,-99.90090337818712,244.1,"$394,671.90"
Villa,Nuevo León,25.966272486421424,-99.25144203001908,258.3,246253.34
Departamento,yucatan,21.248183347662597,-88.62533732808552,174.2,89165.18
Terreno,Chiapas,,-93.64023863858108,393.0,243435.68
Townhouse,Guanajuato,20.84159673692515,-100.51945776557793,337.2,"$379,137.54"
,yucatan,20.486390528110864,-89.00231361880488,205.9,271660.09
villa,Puebla,19.66471874226281,-98.47590947882516,417.1,137788.71
Terreno,Quintana Roo ,18.679310268977687,-999.99,377.9,285643.87
Departamento,guanajuato,21.377518620594195,-101.08975516626964,212.2,146309.79
house,Quintana Roo,999.99,-88.91132312708925,328.0,588039.26
Apartment,Michoacan ,19.629373742047136,-101.33891028945604,448.0,428803.26
house,Yucatan,20.449900876918193,-88.48687602239697,209.9,211046.11
Land,Veracruz ,19.39213642078562,-95.71551395042027,337.1,417045.17
,Guanajuato ,21.47533744911634,-100.80979606990765,213.2,
House,Puebla ,19.636866852649742,-97.63255079785955,226.0,337422.12
Apartamento,Yucatan,20.29668057749835,-89.69826494546567,56.0,89389.76
land,Coahuila,27.347863032081086,-102.45628717865264,42.9,22614.6
,nuevo leon,999.99,-99.35072150071922,156.7,81226.18
condo,Oaxaca,16.560875803356105,-96.71153613691182,182.5,220251.93
Land,Yucatan ,20.765302074496056,-88.3568191647999,353.1,
Apartamento,BAJA CALIFORNIA,30.499661946990283,-115.39597896001627,228.0,141485.88
Apartamento,Coahuila,26.875080667833576,-102.03984423792589,409.0,722809.17
house,Chihuahua,28.992763233140586,-106.55950366060523,65.9,"$92,432.61"
land,Jalisco,20.495013878795678,-102.96233387620089,67.3,63526.25
,SONORA,30.04670624133793,-110.11719282916013,275.1,237958.57
HOUSE,OAXACA,16.791849691207478,-97.49543721218268,380.1,147056.03
land,sonora,28.92515582539302,-110.0994691309517,393.1,464007.24
Departamento,chihuahua,28.809816070099544,-105.61764998757378,52.4,65232.19
townhouse,Nuevo Leon,25.841892817778852,-100.78732829097915,79.2,44655.34
Apartment,Jalisco ,21.171038407732652,-102.9284095472576,435.2,
Terreno,Michoacan,19.97568869691406,-101.76168741913094,416.7,409772.89
villa,yucatan,20.410575230192308,-89.82115528323025,41.7,49041.2
,Coahuila ,27.851762939839873,-101.56027060592784,338.0,226453.67
Apartment,Quintana Roo,18.725931076041984,-88.71446785782983,401.2,403559.17
land,Quintana Roo,19.658109261286825,-88.27148348979412,199.2,323629.5
Condo,NUEVO LEON,25.101415727165616,,147.0,207791.85
HOUSE,Michoacan,19.87170102182515,-101.65732747687443,324.7,377575.46
Terreno,Chiapas,15.982032479000043,-92.77505722822083,445.9,563334.16
townhouse,YUCATAN,21.38335180405126,-89.63345337202051,380.1,432547.27
townhouse,Chihuahua,28.05247568841172,,345.0,300257.35
Departamento,Baja California,31.03182524344693,-114.64361025465132,290.8,342054.92
condo,Ciudad de Mexico,20.16984624523912,-99.80502165561506,315.2,151242.39
,Veracruz,18.38531048392093,-95.88692620671489,185.3,236695.53
villa,Chiapas,16.952683769499018,-93.20423680795531,411.4,203223.49
Condo,OAXACA,17.57421196734812,-96.53980827769365,315.2,"$135,993.89"
HOUSE,Sonora,29.124001625437046,-110.09702836057461,134.3,88855.92
Departamento,Guanajuato,20.639504359585963,-100.67788059920396,83.7,51460.2
condo,sonora,29.493548038227367,-110.3886172950712,355.6,586976.45
apartment,Michoacan,20.180866369937352,-102.36710599975383,-432.7,"$99,087.78"
condo,YUCATAN,20.20092280609005,-88.49207597931242,128.2,215974.51
house,CIUDAD DE MEXICO,19.24767819836325,-98.83038190648584,257.2,205801.04
apartment,jalisco,999.99,-104.04149673816649,163.5,131901.15
Terreno,Baja California,31.478460870832066,-115.30731658693998,324.3,188074.57
HOUSE,Oaxaca,17.868823881168712,,336.8,206954.37
Apartamento,Ciudad de Mexico,19.89855127585467,-99.68676164857534,299.2,388621.96
house,Ciudad de Mexico,19.218766432150876,-98.96367420122809,121.6,"$198,773.56"
Villa,Chiapas,17.26426661618474,-93.45019399648004,90.7,41772.24
Apartment,jalisco,20.500944022849204,-102.60990411176039,388.0,494028.65
house,Puebla,19.346709018647953,-97.75185244312617,3539.1,5271782.39
,Michoacan,19.399135406720614,-101.64120887873388,340.4,544275.89
Casa,Sonora,29.49725390043023,-110.18080976313747,161.4,128849.79
villa,Jalisco,20.38468465172902,-103.96444382885954,164.5,158896.11
Apartment,oaxaca,16.549244020816545,-96.44885782029642,279.9,215461.03
HOUSE,YUCATAN,20.895853591127207,-88.31004530836587,53.6,32134.69
,Quintana Roo,18.92351063413934,-88.32716267209018,382.8,274765.23
land,oaxaca,17.167549521624387,-96.28048044840357,299.1,398857.86
villa,Ciudad de Mexico,19.289973778394454,-98.85101932449835,153.2,149123.65
Terreno,sonora,29.195168006382072,-110.87276650171268,216.8,256146.61
Terreno,Jalisco ,20.99755183725618,-999.99,159.0,89167.45
HOUSE,Guanajuato,21.45393601249008,-100.65868153916438,188.7,235894.52
Casa,Baja California,30.931157792952533,-115.8756935518154,172.2,91646.0
townhouse,Veracruz,19.834004542951714,-95.54137028826118,287.7,415371.54
Apartamento,Sonora,29.67610983743086,-110.24516949939033,331.5,"$557,512.60"
Land,Sonora ,28.79405486415544,-111.1009482294591,134.1,172644.92
apartment,Jalisco ,21.378117261219423,-102.83089426890947,300.4,112910.68
,Sonora,29.739104639525475,-999.99,7666.9,8227161.66
Condo,Jalisco,20.746982406465964,-103.86402280439668,273.1,387592.91
,Michoacan,18.825150094885757,-102.08981388569511,306.4,272312.24
Terreno,Nuevo Leon,26.192189023259353,-99.9630997770297,437.4,217843.16
villa,chiapas,17.435520929432133,-93.78584856299722,179.5,
Apartment,Jalisco ,20.507751691303927,-102.60368049434699,225.9,190383.78
villa,VERACRUZ,19.56336390545659,-95.50951102399883,59.2,64737.05
Terreno,chiapas,17.02826831376427,-92.74621272808476,82.4,"$64,936.73"
apartment,Quintana Roo,19.793168583909768,-88.83411929974835,121.2,46370.62
Departamento,Jalisco,21.080686928466704,-103.71313392065383,216.6,137120.15
,Guanajuato,20.467618061866766,-101.32041130185058,226.9,12816098.37
Casa,Puebla,19.2438173561844,-97.65845076010264,282.0,402501.51
,Nuevo Leon,25.799464679821046,-100.73349461561683,142.2,247052.24
Condo,Guanajuato ,21.672607004198085,-101.58163498797218,-271.0,"$480,852.21"
villa,Jalisco,20.522807838030367,-103.91248041393048,425.0,"$486,210.90"
House,PUEBLA,18.766619121916328,-97.62333529275153,301.2,533643.43
Apartment,Oaxaca,17.55629113207246,-97.17619273771504,348.6,"$460,599.13"
villa,Nuevo Leon ,25.23001901734424,-100.77178925201538,120.7,"$93,871.69"
HOUSE,Yucatan,20.69195878250651,-89.18053450782796,263.8,410599.6
,SONORA,29.988789224991937,-110.30732163103434,56.4,10496494.94
townhouse,chiapas,16.899805866577513,,340.5,323207.9
Land,Yucatan,,-89.7214446380566,339.0,551494.69
House,veracruz,18.77633825636302,-95.37792142663906,374.2,557178.63
Villa,Chiapas,17.451894272672266,-93.12029188498443,103.6,80906.49
Villa,jalisco,21.187408539547413,-103.26286753846219,131.7,195306.57
townhouse,Coahuila,27.83950993664743,-101.09619782416358,238.5,154771.01
villa,Guanajuato,21.571486280228157,-101.73865280142577,133.4,155039.87
land,Quintana Roo,18.622456246405047,-88.18260938122833,167.2,66318.42
townhouse,Puebla,18.97818617377318,-98.8840594790868,234.0,197461.57
HOUSE,Ciudad de Mexico,19.142547052730652,-98.4105405897054,190.8,213804.64
HOUSE,Sonora,29.20077861393258,-109.60053405148214,322.2,481990.68
villa,Sonora,28.6207225048492,-110.61139271353598,408.1,"$624,096.27"
Townhouse,Coahuila,26.65149227054991,-101.0114049942176,346.4,451110.73
townhouse,Nuevo Leon,25.964635579240028,-100.23271813066881,111.4,198903.06
apartment,Veracruz,18.778181268911318,-95.81121085623352,38.9,17562.17
condo,ciudad de mexico,19.85799072549862,-98.65645635799262,262.5,426101.31
Departamento,Veracruz,18.96473129541513,-95.4112851955561,85.2,30708.0
House,nuevo leon,25.65654473098104,-99.51857788230781,89.7,132993.46
apartment,Quintana Roo ,19.84271779869687,-88.3716119176344,242.2,"$306,208.08"
Terreno,Jalisco,20.288455249431383,-103.54160001106646,196.7,86013.1
Land,Oaxaca,17.776115104279416,-95.97906424910727,53.9,66269.34
Apartment,CIUDAD DE MEXICO,18.67052075657126,-99.7860939478769,381.7,479844.36
Land,Puebla,19.356933462711037,-98.11924003573313,192.3,107888.19
,Guanajuato ,20.931572757705943,-100.81777286155854,302.9,218367.85
Departamento,QUINTANA ROO,18.710758691042862,-87.87521943582776,317.0,540489.67
Apartment,Quintana Roo,18.61254465392606,-88.99885319130291,140.5,145493.07
Apartamento,CHIAPAS,17.454791295858794,-92.90715118745037,212.2,308712.97
villa,Coahuila,,-101.27868363454104,303.7,94965.65
Land,Jalisco,20.084911224009414,-102.60319966485959,441.7,665589.54
house,QUINTANA ROO,18.789693032972057,-88.75067921020144,189.0,10657519.62
apartment,Sonora,999.99,-109.65119470119437,306.3,15519452.17
condo,Nuevo León,25.756021867921554,-99.32253885373107,269.7,137807.27
,Nuevo Leon,25.398556990363065,-99.21970584995245,223.8,388511.53
Casa,Yucatán,21.506224360663445,-89.12186626481355,70.6,98502.96
Condo,Guanajuato,21.15514761214742,-101.97045703055277,287.9,247659.53
land,VERACRUZ,,-95.91710319251982,259.1,401175.8
Condo,Quintana Roo ,19.669140988560873,-88.33896609787577,121.7,91856.97
condo,Guanajuato,20.483969315886387,-101.93405883881401,112.6,"$154,932.43"
Land,Jalisco,20.042363902118524,-103.43056253116045,194.4,207521.94
Apartment,Ciudad de Mexico,19.212756270371273,-99.64477932339705,236.8,"$119,903.21"
HOUSE,Sonora,29.395389014661042,-110.7105134263633,200.8,360698.33
Land,Yucatan,,-88.73768795455841,-322.5,76747.93
Apartment,YUCATAN,21.451160264104782,-89.45188744208461,420.8,291051.06
townhouse,oaxaca,17.22784781992533,-96.66715672231287,345.5,281851.12
land,Michoacán,20.02068917574203,-101.70147326697847,89.1,137328.29
condo,Sonora,29.594869662877972,-999.99,65.4,"$44,332.17"
land,Chiapas,17.22355913258167,-92.62810434589632,341.6,372203.95
House,OAXACA,17.722864457601645,-96.68372145515106,118.3,83628.89
Apartamento,MICHOACAN,19.426171056566076,-102.21982293853087,205.9,288792.52
Townhouse,Guanajuato,21.711563609144417,-100.6660373068255,193.9,177643.94
Apartment,Oaxaca,16.382673195490483,-96.51674237303259,344.9,154399.55
Casa,Michoacan,18.89208011622205,,390.7,614186.61
condo,coahuila,27.40153693786571,-102.33562992832816,160.4,190202.95
House,Quintana Roo ,18.89472995704884,,438.5,213794.54
Apartment,Coahuila,26.89389131884528,-101.71418576428519,419.3,131618.59
,Coahuila,26.434138608561057,-101.50288633327506,61.4,110162.78
Apartamento,Ciudad de Mexico,19.690621309708337,-98.69629065473809,394.6,386753.56
House,Veracruz,19.23121676114462,-96.60098004768614,403.5,707908.45
Villa,Sonora,29.173383037045603,-110.68630585332538,77.4,64897.51
Departamento,Jalisco ,21.198400352968537,-103.34987324441983,273.6,
Townhouse,Jalisco,20.682349791693742,-103.70403637765672,335.2,390279.22
house,Puebla,19.30014122055354,-98.60857680823887,194.7,221474.43
apartment,Baja California,30.743886199546335,-114.66876387833888,104.1,174736.97
apartment,Puebla,19.20478550721683,-97.70481512255994,6208.0,7730415.85
Villa,chihuahua,27.85333282416737,-106.69874725464258,58.5,86480.45
Terreno,Coahuila,27.17734442430761,-101.71623355382509,66.1,109538.88
Townhouse,Nuevo Leon,25.276604177927574,-99.79902781009277,250.8,250557.41
apartment,NUEVO LEON,25.928031812676004,-100.75018474044252,390.6,"$249,929.96"
Villa,yucatan,,-89.66146347066069,438.8,331303.72
townhouse,Jalisco,20.18801099664944,-102.57661481296816,438.6,8472088.6
,Coahuila ,26.357952518303335,-101.25182815848422,183.9,225123.62
HOUSE,Chihuahua,29.33596915425538,-106.14671616136593,107.0,84676.66
apartment,Ciudad de Mexico,19.096908738423924,-99.51432085776942,188.4,
HOUSE,Chihuahua,28.26452630918302,-106.65708879280929,265.2,90006.99
House,Oaxaca,16.658356089820202,-96.65359801666823,344.0,336640.19
,Puebla,18.732317166876733,-97.90470249664166,428.7,380429.3
Apartment,Michoacan,19.23022349226005,-100.99638475882814,96.0,159390.83
land,jalisco,20.548671443205517,-102.55744293624947,77.6,57692.49
villa,Jalisco,20.792083223338274,-103.9233145910651,324.9,387463.34
Apartment,Ciudad de Mexico,19.47377671012008,-999.99,179.1,262176.6
Townhouse,Baja California,31.145716078248668,-115.94589296384983,99.9,148873.35
House,Ciudad de Mexico ,19.36291786740493,-98.46435028905421,376.8,"$472,173.62"
HOUSE,Chihuahua,29.04293012866009,-106.11629868279739,110.3,138115.13
Townhouse,Baja California,31.145716078248668,-115.94589296384983,99.9,148873.35
Townhouse,Yucatan,21.400089976847983,-89.38465194918511,384.7,408156.11
Townhouse,Yucatan,20.39511613233067,-89.11681913514164,7471.3,12205009.66
condo,YUCATAN,20.178519866802535,-88.47778759456779,300.2,291177.46
Apartamento,Chiapas,16.891582934178757,-93.19142625049173,313.8,338881.56
Villa,Nuevo Leon ,25.014344094335065,-100.31438997539989,215.4,"$221,075.14"
House,GUANAJUATO,20.2891626574568,-100.62014942575064,428.5,743196.53
,Oaxaca,16.858230551098355,-97.08570313139202,206.5,211394.39
apartment,Sonora,29.1408438570312,-110.10604033870024,-69.7,462043.93
condo,Michoacan ,20.063602985126238,-102.05730773550759,183.3,118988.0
Villa,oaxaca,17.48679011306933,-96.50443863673048,153.9,224567.9
,sonora,29.440539049537264,-109.91456736740307,380.5,320122.87
house,Chiapas,16.13502970906509,-92.74271920038426,77.5,86648.86
,Veracruz,18.851398657904472,-95.42782312587607,327.5,338472.76
HOUSE,Nuevo León,25.505440433271133,-100.37492645330738,-146.5,381072.87
apartment,Puebla,18.561520509008123,-98.517423939589,138.6,201165.57
House,jalisco,,-103.34103153903462,304.7,192162.39
Terreno,Ciudad de Mexico,19.524449270453434,-98.4652479768713,227.8,259324.77
Apartment,puebla,19.834497280371213,-97.44505694549024,415.6,472125.94
Terreno,Veracruz,18.874616505381766,-95.50592510427256,351.9,555843.82
House,Coahuila,27.588859349425793,-101.04364159683513,99.3,69015.87
land,Michoacan,19.238758420033886,-102.25593900149408,410.8,463848.02
villa,Guanajuato,21.571486280228157,-101.73865280142577,133.4,155039.87
Condo,Sonora,28.964596780349773,-110.42447134387535,76.2,"$61,105.64"
Condo,guanajuato,21.514546433901995,-100.94275438989054,69.5,93111.91
land,michoacan,19.917775679206542,-101.44800789979335,221.4,354451.0
land,Yucatan,20.974732473946947,-88.56301540108375,402.4,460581.25
townhouse,Ciudad de Mexico,19.651396920889024,-98.80864775996943,302.6,534389.73
Townhouse,SONORA,29.66726909282694,-109.55717344299137,-227.9,"$447,159.43"
Terreno,Nuevo Leon,25.072310968100645,-99.82101314097834,241.5,156560.26
Land,PUEBLA,19.29799652079714,-97.94552938284775,79.8,129683.26
HOUSE,Guanajuato,21.398107146417633,-100.57500444830461,416.2,224962.35
Casa,Veracruz,19.39611444044491,-96.8112773111121,352.3,194012.98
House,Puebla,19.6741727601108,-97.64376212305177,160.4,198159.63
Apartamento,Chiapas,16.495722995142852,-92.70310783288441,102.3,149014.96
villa,Michoacan,19.5655670653405,-102.27418578143372,36.8,64893.18
townhouse,Veracruz ,19.335398498821352,-95.78031257782469,46.1,74393.45
,Chiapas,16.129638927486766,-92.78935789616465,168.7,82542.78
Villa,Nuevo Leon,25.208849617157483,-100.29496862711713,438.9,369065.88
House,Veracruz,19.50521500991212,-95.86931474946805,221.1,"$243,312.69"
,GUANAJUATO,20.536225924274717,-100.93538215327465,213.0,92355.07
House,Yucatán,20.383164685142784,-88.85807568246184,161.5,256281.63
villa,Nuevo Leon,25.778041919651447,-99.54044110404706,271.6,324640.0
Departamento,Sonora,28.5943274915732,-111.10046854555601,146.2,"$238,848.53"
Departamento,Coahuila ,26.84944557521951,-999.99,186.3,
house,NUEVO LEON,24.906188593952386,-99.81497938637443,89.0,"$116,878.71"
Condo,Sonora,28.94954939697966,-109.75552922985517,144.8,171542.3
Casa,Quintana Roo,18.777534430904307,-88.82441955190706,,338503.58
Apartamento,Nuevo Leon ,26.13513068299426,-99.68762516965019,4583.1,2244391.13
House,Baja California,31.208858795364264,-114.546254218313,407.9,124531.6
Land,CHIHUAHUA,28.688473494710145,-106.79136086146923,,351079.88
villa,Baja California,30.113425121573147,-115.99655836761762,299.7,
Departamento,Ciudad de Mexico ,20.140249057638584,-99.85217967853559,335.6,293346.0
land,Ciudad de Mexico,19.34072590295773,-98.70095702226223,63.9,57668.24
Apartamento,QUINTANA ROO,18.435474962234014,-88.31987613937201,,
apartment,Coahuila,27.51272051541625,-102.10351844086004,141.6,170731.7
townhouse,Chiapas,17.08587248733128,-93.16985667077749,39.9,38831.91
,Coahuila,26.48096677998616,-101.57757137347154,349.2,342028.0
Townhouse,Puebla,18.964586756080582,-97.99249557863952,249.0,424421.54
land,yucatan,999.99,-89.18621016602927,308.7,502270.0
Terreno,michoacan,19.787182174357408,-101.21250643407795,422.9,164855.93
Condo,ciudad de mexico,18.79191958706593,-98.6789763810551,390.9,117666.33
,Sonora,28.858571604203874,-110.03643339924739,391.2,172226.1
Departamento,SONORA,29.73316941592196,-109.77043081745792,443.3,363863.14
House,Sonora,30.091413695442025,-110.74932378986797,302.0,527724.09
Townhouse,Puebla,18.858139012386957,-98.83258781775757,244.3,"$128,096.70"
,Puebla,18.35168230043639,-98.26214931533298,170.8,53281.7
Casa,ciudad de mexico,19.99579796011918,-98.87183195601465,216.7,"$350,558.47"
Villa,Chiapas,17.145583027409845,-92.63510616144154,110.7,138966.03
house,chiapas,16.976920060613278,-93.34790219095842,430.4,521369.07
townhouse,Coahuila ,27.696495080005104,-101.68826434165518,360.7,437710.43
Terreno,Chiapas,17.02089240786375,-93.68662205675594,129.7,119338.8
Land,Chiapas,17.0787817619077,-92.64894176984154,257.3,178829.81
house,sonora,29.164036364328613,-110.09801230171577,376.9,542449.53
Terreno,Sonora,28.88648826220281,-110.0685639654451,177.7,200016.05
Villa,Oaxaca,16.61020744769111,-96.97799153953079,244.7,14514266.71
,Jalisco,20.948172380702513,-103.00253125411095,3659.7,3378403.97
Land,Sonora,29.659457779343683,-109.5603893271629,413.2,476591.14
Villa,CDMX,19.782333478138895,-99.23694602349569,314.5,430973.68
Townhouse,Baja California,30.442845881921507,-115.89075058439632,257.4,148706.35
Apartment,Yucatan ,21.38831541102381,-88.84474471911855,378.6,432750.03
,Guanajuato,21.77897047270415,-101.19246534177235,437.4,247373.74
condo,Baja California,30.45568203633918,-999.99,328.8,192306.16
Townhouse,Chiapas,17.48754027192705,-93.15648829091933,-158.4,48758.26
Apartment,Veracruz,19.176671619623743,-96.49815623886022,426.8,316989.56
House,Yucatan ,20.1615959697618,-88.65697367478722,82.9,25189.39
land,Michoacan,20.197249512541525,-100.92898040306835,109.7,138472.94
,OAXACA,16.493512172525644,-96.93948008215388,,109303.06
Condo,Oaxaca,17.84964176022583,-96.09743812376576,306.3,9966418.69
villa,BAJA CALIFORNIA,30.235598569172343,-115.00120440674793,374.6,564493.64
House,Yucatán,20.383164685142784,-88.85807568246184,161.5,256281.63
townhouse,Baja California ,30.124438428577882,-114.89705110887336,232.6,"$248,848.72"
Apartment,Puebla ,19.18359406128466,-98.167959931199,175.9,97131.82
condo,Baja California,30.899115693230492,-115.3561423556258,277.6,"$474,817.54"
townhouse,Yucatan,20.30712109337159,-88.42893237619057,272.2,8347775.91
apartment,Quintana Roo,19.195049668986332,-88.0213702033706,4945.5,6200741.72
Land,Quintana Roo,18.74061418131791,,244.4,334012.96
HOUSE,Guanajuato,20.608831375189727,-101.12622271718146,297.4,159593.91
Villa,guanajuato,20.724883514034964,-100.85441681213696,449.4,184205.05
Casa,JALISCO,20.100793909915982,-103.3598727148868,366.8,365159.19
Land,Michoacán,19.573212434903347,-101.37439025484663,217.5,124251.84
apartment,Sonora,,-110.16721738509354,193.7,70075.5
villa,Sonora,28.681848403653802,-110.5673195160594,311.9,443460.38
apartment,Oaxaca,16.4043734487918,-96.47480293684397,143.2,110446.69
HOUSE,Baja California ,31.570013514206334,-115.97242778427292,355.1,369816.31
condo,Guanajuato,20.228433733734388,-101.49458591572508,430.7,612142.5
house,Yucatan ,21.20518548410007,-88.95995283504844,192.9,344889.44
apartment,chihuahua,28.288273970927108,-106.3489555413104,-220.5,314558.61
HOUSE,YUCATAN,999.99,-89.42173807839902,121.2,
condo,Veracruz,19.7609246962116,-95.56196457736013,198.1,"$135,361.84"
land,Michoacan ,,-102.25392702291617,64.4,62289.7
land,Chiapas,15.971935890327796,-92.64178707683976,100.6,82325.85
House,Ciudad de Mexico,19.163602750504133,-98.74917922399038,346.4,427652.62
Land,Quintana Roo,19.752537999220003,-87.84749256476094,,343596.28
HOUSE,Jalisco ,21.294248712974372,-103.92557897347872,180.9,268928.65
Apartamento,Nuevo Leon ,26.278226178007454,-100.29302449083735,347.2,"$311,592.57"
,Quintana Roo ,19.32973121469026,-87.98916363942499,46.7,80386.49
,Chiapas,16.79090168682388,-93.26750366968511,280.5,157837.29
Casa,Veracruz,19.499825800249397,-96.8092356445641,262.3,"$304,019.47"
Apartamento,guanajuato,21.451530052977372,-101.00247654657235,365.6,640845.89
House,Sonora,28.593113181800646,-110.53413381114296,54.8,26694.43
Land,Veracruz,19.40760334582995,-96.87157259807893,252.5,213576.35
Land,Ciudad de Mexico,,-99.06825929903951,347.7,316275.25
Villa,Puebla,18.806063266665713,-97.44188317663404,323.4,244524.77
